generation #, # alive cells, # dead cells, BORN, KILLED, avg x pos, avg y pos ,,,,,,,
21004,40,9960,38,104,50,50,,,,,,,
21005,84,9916,52,8,50,50,,,,,,,
21006,68,9932,54,70,50,50,,,,,,,
21007,144,9856,76,0,50,50,,,,,,,
21008,58,9942,42,128,50,50,,,,,,,
21009,82,9918,52,28,50,50,,,,,,,
21010,64,9936,34,52,50,50,,,,,,,
21011,70,9930,22,16,50,50,,,,,,,
21012,76,9924,32,26,50,50,,,,,,,
21013,92,9908,42,26,50,50,,,,,,,
21014,58,9942,24,58,50,50,,,,,,,
21015,44,9956,16,30,50,50,,,,,,,
21016,30,9970,14,28,50,50,,,,,,,
21017,18,9982,12,24,50,50,,,,,,,
21018,14,9986,8,12,50,50,,,,,,,
21019,6,9994,4,12,50,50,,,,,,,
21020,6,9994,4,4,50,50,,,,,,,
21021,6,9994,4,4,50,50,,,,,,,
21022,6,9994,4,4,50,50,,,,,,,
21023,6,9994,4,4,50,50,,,,,,,
21024,6,9994,4,4,50,50,,,,,,,
21025,6,9994,4,4,50,50,,,,,,,
21026,6,9994,4,4,50,50,,,,,,,
21027,6,9994,4,4,50,50,,,,,,,
21028,6,9994,4,4,50,50,,,,,,,
21029,6,9994,4,4,50,50,,,,,,,
22000,22,9978,4,4,13,13,,,,,,,
22001,60,9940,40,2,49,50,,,,,,,
22002,42,9958,38,56,49,50,,,,,,,
22003,112,9888,70,0,49,50,,,,,,,
22004,42,9958,40,110,49,50,,,,,,,
22005,90,9910,56,8,49,50,,,,,,,
22006,72,9928,58,76,49,50,,,,,,,
22007,156,9844,84,0,49,50,,,,,,,
22008,60,9940,44,140,49,50,,,,,,,
22009,88,9912,56,28,49,50,,,,,,,
22010,68,9932,38,58,49,50,,,,,,,
22011,78,9922,26,16,49,50,,,,,,,
22012,72,9928,32,38,49,50,,,,,,,
22013,80,9920,42,34,49,50,,,,,,,
22014,62,9938,24,42,49,50,,,,,,,
22015,62,9938,28,28,49,50,,,,,,,
22016,48,9952,22,36,49,50,,,,,,,
22017,52,9948,20,16,49,50,,,,,,,
22018,56,9944,24,20,49,50,,,,,,,
22019,64,9936,28,20,49,50,,,,,,,
22020,52,9948,20,32,49,50,,,,,,,
22021,80,9920,40,12,49,50,,,,,,,
22022,60,9940,28,48,49,50,,,,,,,
22023,52,9948,24,32,49,50,,,,,,,
22024,44,9956,20,28,49,50,,,,,,,
22025,44,9956,24,24,49,50,,,,,,,
22026,40,9960,16,20,49,50,,,,,,,
22027,40,9960,16,16,49,50,,,,,,,
22028,40,9960,16,16,49,50,,,,,,,
22029,40,9960,16,16,49,50,,,,,,,
23000,23,9977,20,12,103,104,,,,,,,
23001,63,9937,42,2,50,50,,,,,,,
23002,44,9956,40,59,50,50,,,,,,,
23003,118,9882,74,0,50,50,,,,,,,
23004,44,9956,42,116,50,50,,,,,,,
23005,96,9904,60,8,50,50,,,,,,,
23006,76,9924,62,82,50,50,,,,,,,
23007,168,9832,92,0,50,50,,,,,,,
23008,62,9938,46,152,50,50,,,,,,,
23009,94,9906,60,28,50,50,,,,,,,
23010,72,9928,42,64,50,50,,,,,,,
23011,90,9910,34,16,50,50,,,,,,,
23012,84,9916,40,46,50,50,,,,,,,
23013,116,9884,58,26,50,50,,,,,,,
23014,78,9922,44,82,50,50,,,,,,,
23015,82,9918,28,24,50,50,,,,,,,
23016,72,9928,30,40,50,50,,,,,,,
23017,72,9928,32,32,50,50,,,,,,,
23018,54,9946,26,44,50,50,,,,,,,
23019,60,9940,30,24,50,50,,,,,,,
23020,48,9952,30,42,50,50,,,,,,,
23021,68,9932,32,12,50,50,,,,,,,
23022,48,9952,28,48,50,50,,,,,,,
23023,36,9964,22,34,50,50,,,,,,,
23024,46,9954,28,18,50,50,,,,,,,
23025,30,9970,20,36,50,50,,,,,,,
23026,14,9986,12,28,50,50,,,,,,,
23027,10,9990,2,6,50,50,,,,,,,
23028,6,9994,0,4,50,50,,,,,,,
23029,4,9996,2,4,50,50,,,,,,,
24000,24,9976,0,4,0,0,,,,,,,
24001,66,9934,44,2,49,50,,,,,,,
24002,46,9954,42,62,49,50,,,,,,,
24003,124,9876,78,0,49,50,,,,,,,
24004,46,9954,44,122,49,50,,,,,,,
24005,102,9898,64,8,49,50,,,,,,,
24006,80,9920,66,88,49,50,,,,,,,
24007,180,9820,100,0,49,50,,,,,,,
24008,64,9936,48,164,49,50,,,,,,,
24009,100,9900,64,28,49,50,,,,,,,
24010,76,9924,46,70,49,50,,,,,,,
24011,102,9898,42,16,49,50,,,,,,,
24012,80,9920,40,62,49,50,,,,,,,
24013,88,9912,42,34,49,50,,,,,,,
24014,74,9926,40,54,49,50,,,,,,,
24015,70,9930,24,28,49,50,,,,,,,
24016,64,9936,26,32,49,50,,,,,,,
24017,56,9944,36,44,49,50,,,,,,,
24018,40,9960,28,44,49,50,,,,,,,
24019,36,9964,16,20,49,50,,,,,,,
24020,48,9952,20,8,49,50,,,,,,,
24021,44,9956,12,16,49,50,,,,,,,
24022,40,9960,16,20,49,50,,,,,,,
24023,28,9972,8,20,49,50,,,,,,,
24024,20,9980,4,12,49,50,,,,,,,
24025,20,9980,8,8,49,50,,,,,,,
24026,12,9988,0,8,49,50,,,,,,,
24027,8,9992,4,8,49,50,,,,,,,
24028,0,10000,0,8,0,0,,,,,,,
24029,0,10000,0,0,0,0,,,,,,,
25000,25,9975,0,0,0,0,,,,,,,
25001,69,9931,46,2,50,50,,,,,,,
25002,48,9952,44,65,50,50,,,,,,,
25003,130,9870,82,0,50,50,,,,,,,
25004,48,9952,46,128,50,50,,,,,,,
25005,108,9892,68,8,50,50,,,,,,,
25006,84,9916,70,94,50,50,,,,,,,
25007,192,9808,108,0,50,50,,,,,,,
25008,66,9934,50,176,50,50,,,,,,,
25009,106,9894,68,28,50,50,,,,,,,
25010,80,9920,50,76,50,50,,,,,,,
25011,114,9886,50,16,50,50,,,,,,,
25012,84,9916,44,74,50,50,,,,,,,
25013,88,9912,42,38,50,50,,,,,,,
25014,74,9926,40,54,50,50,,,,,,,
25015,70,9930,24,28,50,50,,,,,,,
25016,64,9936,26,32,50,50,,,,,,,
25017,64,9936,32,32,50,50,,,,,,,
25018,52,9948,28,40,50,50,,,,,,,
25019,60,9940,24,16,50,50,,,,,,,
25020,40,9960,16,36,50,50,,,,,,,
25021,28,9972,8,20,50,50,,,,,,,
25022,28,9972,12,12,50,50,,,,,,,
25023,28,9972,12,12,50,50,,,,,,,
25024,36,9964,8,0,50,50,,,,,,,
25025,36,9964,8,8,50,50,,,,,,,
25026,40,9960,4,0,50,50,,,,,,,
25027,48,9952,8,0,50,50,,,,,,,
25028,44,9956,12,16,50,50,,,,,,,
25029,60,9940,16,0,50,50,,,,,,,
26000,26,9974,24,32,100,100,,,,,,,
26001,72,9928,48,2,49,50,,,,,,,
26002,50,9950,46,68,49,50,,,,,,,
26003,136,9864,86,0,49,50,,,,,,,
26004,50,9950,48,134,49,50,,,,,,,
26005,114,9886,72,8,49,50,,,,,,,
26006,88,9912,74,100,49,50,,,,,,,
26007,204,9796,116,0,49,50,,,,,,,
26008,68,9932,52,188,49,50,,,,,,,
26009,112,9888,72,28,49,50,,,,,,,
26010,84,9916,54,82,49,50,,,,,,,
26011,126,9874,58,16,49,50,,,,,,,
26012,88,9912,48,86,49,50,,,,,,,
26013,88,9912,42,42,49,50,,,,,,,
26014,74,9926,40,54,49,50,,,,,,,
26015,70,9930,24,28,49,50,,,,,,,
26016,64,9936,26,32,49,50,,,,,,,
26017,64,9936,32,32,49,50,,,,,,,
26018,56,9944,32,40,49,50,,,,,,,
26019,72,9928,32,16,49,50,,,,,,,
26020,44,9956,28,56,49,50,,,,,,,
26021,56,9944,32,20,49,50,,,,,,,
26022,20,9980,16,52,49,50,,,,,,,
26023,12,9988,8,16,49,50,,,,,,,
26024,12,9988,4,4,49,50,,,,,,,
26025,12,9988,0,0,49,50,,,,,,,
26026,12,9988,0,0,49,50,,,,,,,
26027,12,9988,0,0,49,50,,,,,,,
26028,12,9988,0,0,49,50,,,,,,,
26029,12,9988,0,0,49,50,,,,,,,
27000,27,9973,0,0,22,22,,,,,,,
27001,75,9925,50,2,50,50,,,,,,,
27002,52,9948,48,71,50,50,,,,,,,
27003,142,9858,90,0,50,50,,,,,,,
27004,52,9948,50,140,50,50,,,,,,,
27005,120,9880,76,8,50,50,,,,,,,
27006,92,9908,78,106,50,50,,,,,,,
27007,216,9784,124,0,50,50,,,,,,,
27008,70,9930,54,200,50,50,,,,,,,
27009,118,9882,76,28,50,50,,,,,,,
27010,88,9912,58,88,50,50,,,,,,,
27011,138,9862,66,16,50,50,,,,,,,
27012,92,9908,52,98,50,50,,,,,,,
27013,100,9900,50,42,50,50,,,,,,,
27014,86,9914,48,62,50,50,,,,,,,
27015,82,9918,32,36,50,50,,,,,,,
27016,76,9924,34,40,50,50,,,,,,,
27017,76,9924,40,40,50,50,,,,,,,
27018,68,9932,40,48,50,50,,,,,,,
27019,84,9916,40,24,50,50,,,,,,,
27020,66,9934,42,60,50,50,,,,,,,
27021,78,9922,38,26,50,50,,,,,,,
27022,48,9952,34,64,50,50,,,,,,,
27023,36,9964,12,24,50,50,,,,,,,
27024,34,9966,16,18,50,50,,,,,,,
27025,40,9960,14,8,50,50,,,,,,,
27026,30,9970,6,16,50,50,,,,,,,
27027,32,9968,12,10,50,50,,,,,,,
27028,32,9968,8,8,50,50,,,,,,,
27029,32,9968,0,0,50,50,,,,,,,
28000,28,9972,0,0,57,57,,,,,,,
28001,78,9922,52,2,49,50,,,,,,,
28002,54,9946,50,74,49,50,,,,,,,
28003,148,9852,94,0,49,50,,,,,,,
28004,54,9946,52,146,49,50,,,,,,,
28005,126,9874,80,8,49,50,,,,,,,
28006,96,9904,82,112,49,50,,,,,,,
28007,228,9772,132,0,49,50,,,,,,,
28008,72,9928,56,212,49,50,,,,,,,
28009,124,9876,80,28,49,50,,,,,,,
28010,92,9908,62,94,49,50,,,,,,,
28011,150,9850,74,16,49,50,,,,,,,
28012,96,9904,56,110,49,50,,,,,,,
28013,112,9888,58,42,49,50,,,,,,,
28014,98,9902,48,62,49,50,,,,,,,
28015,94,9906,24,28,49,50,,,,,,,
28016,88,9912,26,32,49,50,,,,,,,
28017,88,9912,32,32,49,50,,,,,,,
28018,80,9920,32,40,49,50,,,,,,,
28019,96,9904,32,16,49,50,,,,,,,
28020,80,9920,36,52,49,50,,,,,,,
28021,92,9908,40,28,49,50,,,,,,,
28022,44,9956,24,72,49,50,,,,,,,
28023,48,9952,20,16,49,50,,,,,,,
28024,36,9964,20,32,49,50,,,,,,,
28025,40,9960,16,12,49,50,,,,,,,
28026,32,9968,20,28,49,50,,,,,,,
28027,36,9964,20,16,49,50,,,,,,,
28028,28,9972,12,20,49,50,,,,,,,
28029,36,9964,16,8,49,50,,,,,,,
29000,29,9971,8,16,47,48,,,,,,,
29001,81,9919,54,2,50,50,,,,,,,
29002,56,9944,52,77,50,50,,,,,,,
29003,154,9846,98,0,50,50,,,,,,,
29004,56,9944,54,152,50,50,,,,,,,
29005,132,9868,84,8,50,50,,,,,,,
29006,100,9900,86,118,50,50,,,,,,,
29007,240,9760,140,0,50,50,,,,,,,
29008,74,9926,58,224,50,50,,,,,,,
29009,130,9870,84,28,50,50,,,,,,,
29010,96,9904,66,100,50,50,,,,,,,
29011,162,9838,82,16,50,50,,,,,,,
29012,100,9900,60,122,50,50,,,,,,,
29013,124,9876,66,42,50,50,,,,,,,
29014,106,9894,56,74,50,50,,,,,,,
29015,118,9882,40,28,50,50,,,,,,,
29016,112,9888,58,64,50,50,,,,,,,
29017,152,9848,72,32,50,50,,,,,,,
29018,108,9892,68,112,50,50,,,,,,,
29019,74,9926,40,74,50,50,,,,,,,
29020,54,9946,28,48,50,50,,,,,,,
29021,62,9938,28,20,50,50,,,,,,,
29022,58,9942,20,24,50,50,,,,,,,
29023,66,9934,24,16,50,50,,,,,,,
29024,78,9922,36,24,50,50,,,,,,,
29025,94,9906,48,32,50,50,,,,,,,
29026,110,9890,48,32,50,50,,,,,,,
29027,94,9906,44,60,50,50,,,,,,,
29028,98,9902,40,36,50,50,,,,,,,
29029,138,9862,60,20,50,50,,,,,,,
30000,30,9970,32,80,150,150,,,,,,,
30001,84,9916,56,2,49,50,,,,,,,
30002,58,9942,54,80,49,50,,,,,,,
30003,160,9840,102,0,49,50,,,,,,,
30004,58,9942,56,158,49,50,,,,,,,
30005,138,9862,88,8,49,50,,,,,,,
30006,104,9896,90,124,49,50,,,,,,,
30007,252,9748,148,0,49,50,,,,,,,
30008,76,9924,60,236,49,50,,,,,,,
30009,136,9864,88,28,49,50,,,,,,,
30010,100,9900,70,106,49,50,,,,,,,
30011,174,9826,90,16,49,50,,,,,,,
30012,104,9896,64,134,49,50,,,,,,,
30013,136,9864,74,42,49,50,,,,,,,
30014,114,9886,64,86,49,50,,,,,,,
30015,134,9866,48,28,49,50,,,,,,,
30016,104,9896,58,88,49,50,,,,,,,
30017,128,9872,72,48,49,50,,,,,,,
30018,104,9896,56,80,49,50,,,,,,,
30019,116,9884,68,56,49,50,,,,,,,
30020,88,9912,32,60,49,50,,,,,,,
30021,88,9912,36,36,49,50,,,,,,,
30022,80,9920,36,44,49,50,,,,,,,
30023,84,9916,28,24,49,50,,,,,,,
30024,64,9936,28,48,49,50,,,,,,,
30025,76,9924,40,28,49,50,,,,,,,
30026,56,9944,12,32,49,50,,,,,,,
30027,52,9948,20,24,49,50,,,,,,,
30028,52,9948,20,20,49,50,,,,,,,
30029,52,9948,16,16,49,50,,,,,,,
31000,31,9969,16,12,89,90,,,,,,,
31001,87,9913,58,2,50,50,,,,,,,
31002,60,9940,56,83,50,50,,,,,,,
31003,166,9834,106,0,50,50,,,,,,,
31004,60,9940,58,164,50,50,,,,,,,
31005,144,9856,92,8,50,50,,,,,,,
31006,108,9892,94,130,50,50,,,,,,,
31007,264,9736,156,0,50,50,,,,,,,
31008,78,9922,62,248,50,50,,,,,,,
31009,142,9858,92,28,50,50,,,,,,,
31010,104,9896,74,112,50,50,,,,,,,
31011,186,9814,98,16,50,50,,,,,,,
31012,108,9892,68,146,50,50,,,,,,,
31013,148,9852,82,42,50,50,,,,,,,
31014,122,9878,72,98,50,50,,,,,,,
31015,158,9842,64,28,50,50,,,,,,,
31016,128,9872,74,104,50,50,,,,,,,
31017,194,9806,98,32,50,50,,,,,,,
31018,126,9874,92,160,50,50,,,,,,,
31019,138,9862,52,40,50,50,,,,,,,
31020,106,9894,48,80,50,50,,,,,,,
31021,122,9878,48,32,50,50,,,,,,,
31022,104,9896,52,70,50,50,,,,,,,
31023,88,9912,42,58,50,50,,,,,,,
31024,66,9934,44,66,50,50,,,,,,,
31025,76,9924,36,26,50,50,,,,,,,
31026,50,9950,30,56,50,50,,,,,,,
31027,48,9952,32,34,50,50,,,,,,,
31028,48,9952,28,28,50,50,,,,,,,
31029,40,9960,20,28,50,50,,,,,,,
32000,32,9968,28,28,62,62,,,,,,,
32001,90,9910,60,2,49,50,,,,,,,
32002,62,9938,58,86,49,50,,,,,,,
32003,172,9828,110,0,49,50,,,,,,,
32004,62,9938,60,170,49,50,,,,,,,
32005,150,9850,96,8,49,50,,,,,,,
32006,112,9888,98,136,49,50,,,,,,,
32007,276,9724,164,0,49,50,,,,,,,
32008,80,9920,64,260,49,50,,,,,,,
32009,148,9852,96,28,49,50,,,,,,,
32010,108,9892,78,118,49,50,,,,,,,
32011,198,9802,106,16,49,50,,,,,,,
32012,112,9888,72,158,49,50,,,,,,,
32013,160,9840,90,42,49,50,,,,,,,
32014,130,9870,80,110,49,50,,,,,,,
32015,182,9818,80,28,49,50,,,,,,,
32016,120,9880,74,136,49,50,,,,,,,
32017,144,9856,72,48,49,50,,,,,,,
32018,128,9872,84,100,49,50,,,,,,,
32019,140,9860,52,40,49,50,,,,,,,
32020,88,9912,32,84,49,50,,,,,,,
32021,72,9928,36,52,49,50,,,,,,,
32022,56,9944,24,40,49,50,,,,,,,
32023,56,9944,20,20,49,50,,,,,,,
32024,64,9936,24,16,49,50,,,,,,,
32025,64,9936,20,20,49,50,,,,,,,
32026,80,9920,28,12,49,50,,,,,,,
32027,108,9892,48,20,49,50,,,,,,,
32028,108,9892,52,52,49,50,,,,,,,
32029,112,9888,60,56,49,50,,,,,,,
33000,33,9967,56,56,168,169,,,,,,,
33001,93,9907,62,2,50,50,,,,,,,
33002,64,9936,60,89,50,50,,,,,,,
33003,178,9822,114,0,50,50,,,,,,,
33004,64,9936,62,176,50,50,,,,,,,
33005,156,9844,100,8,50,50,,,,,,,
33006,116,9884,102,142,50,50,,,,,,,
33007,288,9712,172,0,50,50,,,,,,,
33008,82,9918,66,272,50,50,,,,,,,
33009,154,9846,100,28,50,50,,,,,,,
33010,112,9888,82,124,50,50,,,,,,,
33011,210,9790,114,16,50,50,,,,,,,
33012,116,9884,76,170,50,50,,,,,,,
33013,172,9828,98,42,50,50,,,,,,,
33014,138,9862,88,122,50,50,,,,,,,
33015,206,9794,96,28,50,50,,,,,,,
33016,122,9878,76,160,50,50,,,,,,,
33017,144,9856,72,50,50,50,,,,,,,
33018,128,9872,84,100,50,50,,,,,,,
33019,140,9860,52,40,50,50,,,,,,,
33020,100,9900,40,80,50,50,,,,,,,
33021,100,9900,40,40,50,50,,,,,,,
33022,96,9904,36,40,50,50,,,,,,,
33023,104,9896,32,24,50,50,,,,,,,
33024,112,9888,40,32,50,50,,,,,,,
33025,128,9872,44,28,50,50,,,,,,,
33026,176,9824,68,20,50,50,,,,,,,
33027,156,9844,60,80,50,50,,,,,,,
33028,184,9816,84,56,50,50,,,,,,,
33029,172,9828,60,72,50,50,,,,,,,
34000,34,9966,68,64,258,258,,,,,,,
34001,96,9904,64,2,49,50,,,,,,,
34002,66,9934,62,92,49,50,,,,,,,
34003,184,9816,118,0,49,50,,,,,,,
34004,66,9934,64,182,49,50,,,,,,,
34005,162,9838,104,8,49,50,,,,,,,
34006,120,9880,106,148,49,50,,,,,,,
34007,300,9700,180,0,49,50,,,,,,,
34008,84,9916,68,284,49,50,,,,,,,
34009,160,9840,104,28,49,50,,,,,,,
34010,116,9884,86,130,49,50,,,,,,,
34011,222,9778,122,16,49,50,,,,,,,
34012,120,9880,80,182,49,50,,,,,,,
34013,184,9816,106,42,49,50,,,,,,,
34014,146,9854,96,134,49,50,,,,,,,
34015,230,9770,112,28,49,50,,,,,,,
34016,124,9876,78,184,49,50,,,,,,,
34017,144,9856,72,52,49,50,,,,,,,
34018,128,9872,84,100,49,50,,,,,,,
34019,140,9860,52,40,49,50,,,,,,,
34020,100,9900,40,80,49,50,,,,,,,
34021,104,9896,44,40,49,50,,,,,,,
34022,96,9904,40,48,49,50,,,,,,,
34023,128,9872,44,12,49,50,,,,,,,
34024,112,9888,48,64,49,50,,,,,,,
34025,136,9864,64,40,49,50,,,,,,,
34026,104,9896,48,80,49,50,,,,,,,
34027,64,9936,36,76,49,50,,,,,,,
34028,96,9904,56,24,49,50,,,,,,,
34029,64,9936,28,60,49,50,,,,,,,
35000,35,9965,16,28,73,74,,,,,,,
35001,99,9901,66,2,50,50,,,,,,,
35002,68,9932,64,95,50,50,,,,,,,
35003,190,9810,122,0,50,50,,,,,,,
35004,68,9932,66,188,50,50,,,,,,,
35005,168,9832,108,8,50,50,,,,,,,
35006,124,9876,110,154,50,50,,,,,,,
35007,312,9688,188,0,50,50,,,,,,,
35008,86,9914,70,296,50,50,,,,,,,
35009,166,9834,108,28,50,50,,,,,,,
35010,120,9880,90,136,50,50,,,,,,,
35011,234,9766,130,16,50,50,,,,,,,
35012,124,9876,84,194,50,50,,,,,,,
35013,196,9804,114,42,50,50,,,,,,,
35014,154,9846,104,146,50,50,,,,,,,
35015,254,9746,128,28,50,50,,,,,,,
35016,126,9874,80,208,50,50,,,,,,,
35017,150,9850,76,52,50,50,,,,,,,
35018,134,9866,88,104,50,50,,,,,,,
35019,146,9854,56,44,50,50,,,,,,,
35020,106,9894,44,84,50,50,,,,,,,
35021,110,9890,48,44,50,50,,,,,,,
35022,102,9898,44,52,50,50,,,,,,,
35023,130,9870,52,24,50,50,,,,,,,
35024,126,9874,56,60,50,50,,,,,,,
35025,170,9830,80,36,50,50,,,,,,,
35026,142,9858,64,92,50,50,,,,,,,
35027,138,9862,66,70,50,50,,,,,,,
35028,148,9852,70,60,50,50,,,,,,,
35029,94,9906,46,100,50,50,,,,,,,
36000,36,9964,28,38,116,116,,,,,,,
36001,102,9898,68,2,49,50,,,,,,,
36002,70,9930,66,98,49,50,,,,,,,
36003,196,9804,126,0,49,50,,,,,,,
36004,70,9930,68,194,49,50,,,,,,,
36005,174,9826,112,8,49,50,,,,,,,
36006,128,9872,114,160,49,50,,,,,,,
36007,324,9676,196,0,49,50,,,,,,,
36008,88,9912,72,308,49,50,,,,,,,
36009,172,9828,112,28,49,50,,,,,,,
36010,124,9876,94,142,49,50,,,,,,,
36011,246,9754,138,16,49,50,,,,,,,
36012,128,9872,88,206,49,50,,,,,,,
36013,208,9792,122,42,49,50,,,,,,,
36014,162,9838,112,158,49,50,,,,,,,
36015,278,9722,144,28,49,50,,,,,,,
36016,128,9872,82,232,49,50,,,,,,,
36017,156,9844,80,52,49,50,,,,,,,
36018,140,9860,88,104,49,50,,,,,,,
36019,152,9848,52,40,49,50,,,,,,,
36020,112,9888,40,80,49,50,,,,,,,
36021,116,9884,44,40,49,50,,,,,,,
36022,108,9892,40,48,49,50,,,,,,,
36023,136,9864,48,20,49,50,,,,,,,
36024,132,9868,52,56,49,50,,,,,,,
36025,184,9816,84,32,49,50,,,,,,,
36026,132,9868,52,104,49,50,,,,,,,
36027,112,9888,52,72,49,50,,,,,,,
36028,124,9876,60,48,49,50,,,,,,,
36029,84,9916,32,72,49,50,,,,,,,
37000,37,9963,20,32,96,97,,,,,,,
37001,105,9895,70,2,50,50,,,,,,,
37002,72,9928,68,101,50,50,,,,,,,
37003,202,9798,130,0,50,50,,,,,,,
37004,72,9928,70,200,50,50,,,,,,,
37005,180,9820,116,8,50,50,,,,,,,
37006,132,9868,118,166,50,50,,,,,,,
37007,336,9664,204,0,50,50,,,,,,,
37008,90,9910,74,320,50,50,,,,,,,
37009,178,9822,116,28,50,50,,,,,,,
37010,128,9872,98,148,50,50,,,,,,,
37011,258,9742,146,16,50,50,,,,,,,
37012,132,9868,92,218,50,50,,,,,,,
37013,220,9780,130,42,50,50,,,,,,,
37014,170,9830,120,170,50,50,,,,,,,
37015,302,9698,160,28,50,50,,,,,,,
37016,130,9870,84,256,50,50,,,,,,,
37017,162,9838,84,52,50,50,,,,,,,
37018,144,9856,92,110,50,50,,,,,,,
37019,164,9836,60,40,50,50,,,,,,,
37020,124,9876,56,96,50,50,,,,,,,
37021,152,9848,68,40,50,50,,,,,,,
37022,108,9892,44,88,50,50,,,,,,,
37023,114,9886,48,42,50,50,,,,,,,
37024,106,9894,44,52,50,50,,,,,,,
37025,114,9886,44,36,50,50,,,,,,,
37026,122,9878,56,48,50,50,,,,,,,
37027,134,9866,64,52,50,50,,,,,,,
37028,178,9822,80,36,50,50,,,,,,,
37029,126,9874,68,120,50,50,,,,,,,
38000,38,9962,80,20,244,244,,,,,,,
38001,108,9892,72,2,49,50,,,,,,,
38002,74,9926,70,104,49,50,,,,,,,
38003,208,9792,134,0,49,50,,,,,,,
38004,74,9926,72,206,49,50,,,,,,,
38005,186,9814,120,8,49,50,,,,,,,
38006,136,9864,122,172,49,50,,,,,,,
38007,348,9652,212,0,49,50,,,,,,,
38008,92,9908,76,332,49,50,,,,,,,
38009,184,9816,120,28,49,50,,,,,,,
38010,132,9868,102,154,49,50,,,,,,,
38011,270,9730,154,16,49,50,,,,,,,
38012,136,9864,96,230,49,50,,,,,,,
38013,232,9768,138,42,49,50,,,,,,,
38014,178,9822,128,182,49,50,,,,,,,
38015,326,9674,176,28,49,50,,,,,,,
38016,132,9868,86,280,49,50,,,,,,,
38017,168,9832,88,52,49,50,,,,,,,
38018,148,9852,96,116,49,50,,,,,,,
38019,172,9828,64,40,49,50,,,,,,,
38020,120,9880,56,108,49,50,,,,,,,
38021,140,9860,68,48,49,50,,,,,,,
38022,112,9888,44,72,49,50,,,,,,,
38023,132,9868,60,40,49,50,,,,,,,
38024,124,9876,52,60,49,50,,,,,,,
38025,148,9852,52,28,49,50,,,,,,,
38026,172,9828,72,48,49,50,,,,,,,
38027,188,9812,88,72,49,50,,,,,,,
38028,232,9768,104,60,49,50,,,,,,,
38029,184,9816,92,140,49,50,,,,,,,
39000,39,9961,60,84,203,205,,,,,,,
39001,111,9889,74,2,50,50,,,,,,,
39002,76,9924,72,107,50,50,,,,,,,
39003,214,9786,138,0,50,50,,,,,,,
39004,76,9924,74,212,50,50,,,,,,,
39005,192,9808,124,8,50,50,,,,,,,
39006,140,9860,126,178,50,50,,,,,,,
39007,360,9640,220,0,50,50,,,,,,,
39008,94,9906,78,344,50,50,,,,,,,
39009,190,9810,124,28,50,50,,,,,,,
39010,136,9864,106,160,50,50,,,,,,,
39011,282,9718,162,16,50,50,,,,,,,
39012,140,9860,100,242,50,50,,,,,,,
39013,244,9756,146,42,50,50,,,,,,,
39014,186,9814,136,194,50,50,,,,,,,
39015,350,9650,192,28,50,50,,,,,,,
39016,134,9866,88,304,50,50,,,,,,,
39017,174,9826,92,52,50,50,,,,,,,
39018,152,9848,100,122,50,50,,,,,,,
39019,184,9816,72,40,50,50,,,,,,,
39020,132,9868,64,116,50,50,,,,,,,
39021,176,9824,84,40,50,50,,,,,,,
39022,128,9872,64,112,50,50,,,,,,,
39023,152,9848,60,36,50,50,,,,,,,
39024,148,9852,60,64,50,50,,,,,,,
39025,168,9832,64,44,50,50,,,,,,,
39026,162,9838,74,80,50,50,,,,,,,
39027,188,9812,90,64,50,50,,,,,,,
39028,220,9780,106,74,50,50,,,,,,,
39029,188,9812,96,128,50,50,,,,,,,
